,paper_id,sentence_id,section_name,prev_sentence,text,next_sentence,problem,direction
131,PMC7271162,PMC7271162_218,Cholera ::: Bacterial Infections ::: Main Water-Borne Diseases: Links to Water Management,|,"Better understanding of Vibrio diversity in aquatic environments such as estuaries, marshes, and mangroves can lead to new insights into their genetic expression and co-regulation in the environment where they interact with each other.","However, most Vibrio studies treat species of pathogenic importance (e.g., V. cholerae, V. parahaemolyticus, and V. vulnificus) and not the diversity of the genus itself.",0.0,1.0
132,PMC7152165,PMC7152165_48,"Governing Mobilities ::: Mobility, Politics, and Exclusion",|,"When I fly to the USA for an academic conference, as a British citizen I am required to stand in an immigration queue designated for non-US citizens.","I am required to have a machine-readable passport which can be swiped, and might soon be required to have one of the new generations of biometric passports featuring a computer chip which can store facial biometric data (including key facial measurements and characteristics), a digitally encoded photograph, and other personal information.",0.0,0.0
133,PMC5723907,PMC5723907_62,IFN Lambda Receptor Expression and Signaling,"3, 17, 19, 36)].","Type I IFN binds to a receptor complex comprised of IFNAR1 and IFNAR2, which is broadly expressed on most cells [reviewed in Ref. (","1, 2)].",0.0,0.0
134,PMC544536,PMC544536_22,Introduction,"Although the term ""legal framework"" is given further definition later in 
    this 2-part article, we use this term to broadly connote a conceptual 
    approach for addressing public health problems through logical and rational 
    combinations of legal dimensions — including but not limited to U.S. 
    jurisprudence, basic sources of U.S. law, legal theories, and legal 
    mechanisms and tools — which are appropriately tailored to a specific public 
    health problem.","The term law as used here may take the form of 
    constitutional provisions, statutory enactments, regulations, ordinances, 
    government-initiated litigation, court rulings, or policies adopted by 
    public-sector bodies such as school and zoning boards.","Law also includes 
    policies or treaties adopted by international bodies.",0.0,0.0
135,PMC7361324,PMC7361324_16,,|,"We add further evidence that there can be significant coagulopathy with severe acute respiratory syndrome coronavirus 2 infection, which can lead to arterial thrombi.",Clinicians should investigate these patients thoroughly for thrombotic complications of COVID‐19.,1.0,0.0
136,PMC7268972,PMC7268972_33,The Need for Critical PostHumanism,"As evidenced by the rise in populism, militarism, anxiety, and ecological disaster, she argues that these factors weigh heavily upon us psychologically and politically. ‘","The current technological revolution not only intensifies these fears, but also spreads them to a new dimension, that is both planetary [global] and very intimate [local]’ (96).",The ‘posthuman convergence’ is complex and multilayered.,1.0,0.0
137,PMC7293588,PMC7293588_35,Protecting the Healthcare Workforce ::: Developing an Infrastructure to Meet the Demands of Cancer Care and COVID-19,Creative work hour scheduling is one effort that attempts to minimize exposure among healthcare team members.,"For example, some hospitals have created teams of physicians within a specialty who rotate coverage for hospital and clinic patients (A and B teams).","Team A provides in-person care in the hospital and clinic, while team B provides care using digital platforms from remote locations.",0.0,0.0
138,PMC7126117,PMC7126117_157,Discussion,"Examples in epidemiology include death due to disease, recovery, natural death and quarantine; for in-host models, examples include the loss of infected cells due to natural death, lysis, or immune-mediated cell death.","These formulae apply both to models with direct transmission from one host to another e.g. SARS, or to vector models where the pathogen is carried between hosts e.g. malaria.","It is also straightforward to apply the correction factors provided here to situations in which more than two processes are in competition (as in the SARS example, Fig. 1).",0.0,0.0
139,PMC2834657,PMC2834657_41,"Stability of HCVcc at 37°C, RT, and 4°C ::: Results",|,"To determine whether the presence of human blood affects the stability of HCVcc, a concentrated HCVcc stock was diluted in normal human serum to achieve a titer of 1.0 × 105 FFU/ml.","At RT, this HCVcc-containing serum was found to gradually loose its infectivity in 3 weeks, with 1.4- to 1.7- log reduction in viral titer after every week of incubation (Figure 1D).",0.0,0.0
140,PMC7286479,PMC7286479_205,Real-life setting ::: 1- Importance of the narrative ::: Results,"In fact, one health worker suggested that the journalistic video could be useful for professionals already on the ground, because it conveyed real life “in the actual workplace”.","However, even though local images helped the audience identify with the content being presented, this was not enough to hold their attention.","As a public school instructor complained, “The information is presented in the usual way” and “there’s nothing new”.",1.0,0.0
141,PMC7299646,PMC7299646_8,abstract,Patients with a positive swab should be discussed with COVID-19 specialists.,"As per BSG guidance, intravenous hydrocortisone was considered appropriate as initial management; only in patients with COVID-19 pneumonia was its use deemed uncertain.","In patients requiring rescue therapy, infliximab with continuing steroids was recommended.",1.0,0.0
142,PMC7394047,PMC7394047_55,Domain Identification and Functional Annotation ::: MATERIALS AND METHODS,|,Functions of the HPs were predicted using the web-based tools.,"NCBI-Blast (Altschul et al., 1990), SMART (Letunic et al., 2012), EBI-Interproscan (Hunter et al., 2011) and Motif (Kanehisa, 1997) were used to identify the functional domains/motifs present in the HPs.",0.0,0.0
143,PMC7138432,PMC7138432_671,Management in Custody ::: Severe Acute Respiratory Syndrome ::: Infections Transmitted Through the Respiratory Route,"Despite the re-emergence of SARS, it is highly unlikely that a case will be encountered in the custodial setting at the time of writing.","However, forensic physicians need to remain alert for the symptoms of SARS and keep up-to-date with recent outbreaks.",Information can be obtained from the WHO on a daily basis from their web site.,0.0,0.0
144,PMC4009421,PMC4009421_7,Introduction,"Infection usually originates from ingestion of contaminated food (Schlech et al., 1983) and may cause febrile gastroenteritis in otherwise healthy persons (Ooi and Lorber, 2005).","In contrast, in immunocompromised individuals it leads to a severe invasive disease, which manifests itself as septicemia, meningitis and encephalitis.","In the specific case of pregnant women, infection may cause fetal loss or neonatal bacteremia and meningitis.",1.0,0.0
145,PMC7076563,PMC7076563_120,Golgin-160 ::: Apoptotic Stress and Golgi Fragmentation ::: Golgi Stress Response,|,"Subsequently, it was shown that an N-terminal 85 amino acid fragment of golgin-160 contains both a Golgi localization signal and a nuclear localization signal (Hicks and Machamer 2002).",Expression of a non-cleavable golgin-160 mutant inhibits ER stress or ligation of death receptor-induced apoptosis (Maag et al. 2005).,0.0,0.0
146,PMC7201395,PMC7201395_83,Hypercoagulation and MNP activation,"In the absence of vascular injury, the initiation of coagulation is completely dependent on the recruitment of TF-expressing inflammatory monocytes by activated endothelial cells52 (Fig. 2).",It is also possible that oxidized phospholipids (OxPLs) — which have been detected in the lungs of patients infected with SARS-CoV38 — contribute to the process53.,"OxPLs are produced following oxidative stress; they promote the induction of TF expression and inflammatory programmes in monocytes and activate endothelial cells to recruit and bind to monocytes53,54.",0.0,1.0
147,PMC7114352,PMC7114352_141,Inhibitory effects of compound 1 on intracellular cccDNA replication and pgRNA transcription in HepG 2.2.15 cells ::: Anti-HBV activity ::: Results,"The maximum inhibition ratios of pgRNA and DNA were 36.50% and 92.57% at 100 μM in the compound 1 group, which are higher than the ratios in the positive control group (AVD group, P
 < 0.05).","These results suggested that compound 1 apparently impacting viral cccDNA replication and viral pgRNA transcription in HepG 2.2.15 cells, and that the anti-HBV mechanism of compound 1 seems to be similar to that of ADV.",|,0.0,1.0
148,PMC3145127,PMC3145127_192,Climatic Dendrograms ::: Predicting Future Disease Vector Invasions ::: Global Transport Networks and Disease Vector Invasions,|,"To create global sea and air transport network dendrograms, the locations of the 243 ports and 278 airports were superimposed onto the nine climatology surfaces and each 10′ spatial resolution grid square covering the seaport/airport location identified.","To ensure that a representative climate was included, where possible, up to eight land pixels surrounding each seaport/airport grid square were also identified, forming a 3×3 grid square window centred on the airport/port.",0.0,0.0
149,PMC7118892,PMC7118892_153,Decontamination,"Occupational Safety and Health Administration (OSHA) requires cleaning and disinfecting respirators for reuse.71 NIOSH recommends that a respirator must be cleaned, sanitized, rinsed, dried, reassembled, and inspected before it can be reused.72 Decontamination of respirators is an important issue in the wake of growing threats of biologic and chemical weapons.","Several decontamination methods against biologic and chemical contaminants have been reported.73.,",74.,0.0,0.0
150,PMC3402560,PMC3402560_50,3. Risk Analysis ::: IV. Current State of GIS Use in Health,|,Traditionally the use of GIS for risk analyses has been linked with environmental exposures and mitigating risks consequential to exposures.,"Additionally, it is often integrated with disease modeling to effectively demonstrate how humans interact with their environment and how that interaction affects their health [36].",0.0,0.0
151,PMC6696672,PMC6696672_117,Feedback from Chinese counterparts ::: Risk communication technical assistance provided from 2006 to 2017 ::: Results,It introduced risk assessment and risk communication into emergency preparedness plans as well as routine health emergency response work.,"However, plans don’t work if the leaders don’t articulate and practice the principles of risk communication.",Chinese counterparts also recognized that the education provided at both national and provincial levels provided a common language and set of expectations to health bureau and education staff that resulted in improved nationwide practice.,0.0,0.0
152,PMC7149945,PMC7149945_160,Multiplexed PCR ::: Amplification and Detection ::: Analytical Techniques,"Upon completion of this stage, the reaction is introduced to color-coded beads containing molecules that will bind the universal tag on the extended TSPs.","A fluorescent reporter molecule is added to the reaction, which binds to biotin.",The beads are then analyzed by a flow cytometer.,0.0,0.0
153,PMC7182252,PMC7182252_98,New therapeutics under investigation ::: Treatment,|,"A new potential antiviral therapy for PIV and other sialic acid–binding viruses targets the lung epithelial sialic acid receptor for PIV, thereby preventing viral entry.","A novel recombinant sialidase fusion protein, DAS181 (Ansun Biopharma, San Diego, CA), first developed as an antiviral agent for influenza, functions by cleaving sialic acid from the host cell surface, thereby inactivating the host cell receptor recognized by PIV.",0.0,1.0
154,PMC7117252,PMC7117252_49,Development of virus neutralization (VN) test ::: Results,"These results indicated that FCoV-infected cat sera had significantly higher VN titers to homologous type, but not to heterologous type.","Therefore, this PRNT using both types of FCoV must be able to distinguish serologically between FCoV type I and II infections.",|,0.0,0.0
155,PMC7095267,PMC7095267_120,Discussion,|,Our findings suggest that active TGF-β1 might act through mechanisms distinct from PIP activation and there is biologic plausibility in disassociating TGF-β1 effects on fibroproliferation and ARDS outcome.,Several groups of investigators have reported that markers of alveolar epithelial cell injury predict outcome in patients with ARDS [39–41].,0.0,1.0
156,PMC4625562,PMC4625562_52,Different forms of FMDV L@!start@pro@!end@,"Mutations in the initiation site of Lb disables the production of progeny viruses in transfected baby hamster kidney (BHK) cells, while mutations in the Lab initiation site do not affect the production of progeny viruses [33].","The precise deletion of the Lb from the A12 strain of FMDV (serotype A) produced viable viruses in BHK cells, while the mutant virus showed a reduced growth rate and produced smaller plaques [15].","A recent report shows that FMDVs (serotype O) lacking complete Lb coding sequences can be obtained in BHK cells by modifying Lab start codons, while the precise deletion of the Lb coding region alone prevents FMDV replication in primary bovine thyroid cells [19].",0.0,0.0
157,PMC7308232,PMC7308232_14,,|,"However, fatherhood has to be considered in all of its forms.","Most children grow up with a father and a mother, but some only have a single father, others have two male parents and therefore two fathers, others are raised in mixed families where the biological father is living outside and the stepfather living at home, whereas others grow up without a male figure involved in their lives.",0.0,0.0
158,PMC7118892,PMC7118892_70,Face-fitting characteristics ::: Respiratory protection against bioaerosol exposure is dependent on several factors,|,OSHA requires a respiratory protection program in workplaces at which respirators are necessary.40 The employer shall ensure that employees periodically pass an OSHA-accepted qualitative or quantitative fit test and perform a user seal check each time the respirator is put on.,"The user seal check is a positive and/or negative pressure check or another manufacturer recommended test to ensure respiratory protection.40
",0.0,0.0
159,PMC5321322,PMC5321322_1,abstract,"The 2014-2015 West African outbreak of Ebola Virus Disease (EVD) claimed the lives of more than 11,000 people and infected over 27,000 across seven countries.",Traditional approaches to containing EVD proved inadequate and new approaches for controlling the outbreak were required.,The Ministry of Health & Sanitation and King’s Sierra Leone Partnership developed a model for Ebola Holding Units (EHUs) at Government Hospitals in the capital city Freetown.,1.0,0.0
160,PMC4839628,PMC4839628_40,Sequence data and database searches ::: Methods,"Upon upload, all new filovirus sequences from GenBank are put through automated quality control procedures, automatically aligned to reference sequences, and then linked to manually annotated metadata from the literature, including information regarding the hosts, geographic region and date of sampling, and published patient information such as disease outcome, patient age, gender, symptoms and dates of symptoms or clinical signs from disease onset through death or recovery.","Other information relating to the virus is included, such as whether it was directly sequenced from a clinical specimen, had undergone tissue/cell culture passaging, or was adapted in the laboratory to cells or animals it would not normally infect (2, 26).",The sequences can be accessed via a user-friendly interface that allows searches on > 30 such fields.,0.0,0.0
161,PMC7465980,PMC7465980_201,3.5. Antidiabetic Activity ::: 3. Biological Activities,The results showed that broccoli sprout powder containing a high concentration of sulforaphane may significantly decrease in serum insulin concentration and lessen complications of diabetes [29].,"In another report, the potential efficacy of sulforaphane extracted from young broccoli sprouts has been confirmed as an effective option for supplementary treatment in type 2 diabetes.","It could induce some peroxisome proliferators-activated receptors, which contribute to glucose homeostasis in hyperglycemia and oxidative conditions [92].",0.0,0.0
162,PMC7271189,PMC7271189_1216,Patent Urachus ::: Disorders of Horses ::: Kidney and Lower Urinary Tract,|,"See Kidney and Lower Urinary Tract, Disorders of Domestic Animals, Disorders of the Lower Urinary Tract, Developmental Anomalies, Patent Urachus.",|,0.0,0.0
163,PMC7090708,PMC7090708_8,Biological context,"It is part of the domain nsp3c, which extends from residues 366–722 and is apparently unique to the SARS-CoV (‘SARS-unique domain’; Snijder et al. 2003).","As the physiological role of nsp3 is still poorly understood, a complete characterization of each of its domains is essential for deciphering its physiological function.","To establish a basis for structural and functional studies by NMR spectroscopy, we report here the sequence-specific resonance assignment of the 139-residue independently folded polypeptide nsp3(513–651).",1.0,1.0
164,PMC7152266,PMC7152266_106,"CONTAINMENT STRATEGIES: LIMIT CONTACT, LIMIT THE SPREAD",The student or employee suffers no consequence or injury from not attending school or showing up for work.,Individual citizens appreciate the need for government to prevent significant risk to the health of themselves and others.,The public health contract between the individual and the government cedes certain rights and liberties to achieve a healthier and safer society.,0.0,0.0
165,PMC7305059,PMC7305059_6,Introduction,"2017 saw the beginning of a worldwide debate on the desirability of continued tourism growth prompted by widespread media coverage of anti-tourist protests in major cities and destinations associated with high levels of tourist demand, crowding at certain sites, and tensions between locals and destination stakeholders.","In the first six months of 2020, virtually all global travel and tourism completely halted due to the spread of Coronavirus.","In 2017/2018, the global media was quick to lambast the tourism industry for the problems that ‘overtourism’ wrought to local communities, sparking a worldwide scrambled to identify management solutions (e.g., UNWTO, 2018; WTTC & McKinsey, 2017), and intense academic scrutiny about the causes, consequences and policy responses and management of overtourism (e.g. Butler & Dodds, 2019; Peeters et al., 2018).",1.0,0.0
166,PMC7158194,PMC7158194_2389,"Clostridium perfringens Type D Encephalopathy (Pulpy Kidney Disease, Overeating Disease). ::: Microbial Toxins ::: Toxicoses ::: Degenerative Diseases ::: Disorders of Ruminants (Cattle, Sheep, and Goats) ::: Central Nervous System ::: Key Readings Index","Sheep of all ages, except newborns, are susceptible; incidence peaks between 3 and 10 weeks of age and in feeder lambs shortly after arrival at a feedlot.","Resistance of newborns can be related to lack in the gut of pancreatic proteolytic enzymes necessary for activation of the epsilon toxin, and to trypsin inhibitors in colostrum.",Lambs are typically in good condition and are found dead.,0.0,0.0
167,PMC7246897,PMC7246897_312,4.2. Future Work ::: 4. Discussion,|,"While scientometrics analyses are well suited to obtain high-level insights into a research domain in terms of its structure, patterns, and evolution, the existing scientometric techniques are ill-suited to detect research gaps, recent patterns, or research directions related to specific frameworks or approaches.","Other review types, such as critical reviews, meta-analyses, or systematic reviews, are much more amenable to these goals (see [29]).",1.0,0.0
168,PMC7117088,PMC7117088_121,Evidence Base ::: Noninvasive Ventilation for ARDS,A meta-analysis of randomized and observational studies which included 540 patients similarly indicated that NIV is successful in ARDS approximately 50% of the time.,"
92
However, the heterogeneity of the studies prevented interpretation on the effect of NIV on other outcomes such as mortality.","
",1.0,0.0
169,PMC7108256,PMC7108256_265,Meeting the hard requirements ::: Propagation of program control,|,"In terms of the hard requirements outlined above, it may be necessary to distribute new disease or syndrome definitions to be able to automatically count occurrences of possible, probable and confirmed cases of a new disease.",Such definitions may be built using archetypes as used in the OpenEHR approach [62].,1.0,1.0
170,PMC7468178,PMC7468178_103,Statistical analysis ::: Materials and methods,"Nonmetric multidimensional scaling (NMDS) was implemented, with significant differences in bacterial community composition tested by three different but complementary non-parametric multivariate statistical analysis methods (‘vegan’ package) (Oksanen et al. 2007): permutational multivariate analysis of variance using distance matrices (Adonis), analysis of similarities (Anosim), and multiple response permutation procedure (MRPP).",Heatmaps were illustrated based on Z-score-normalized relative abundance of taxa using the ‘pheatmap’ package (Kolde 2015).,A circos plot was created based on the relative abundance of taxa using the ‘circlize’ package (Gu et al. 2014).,0.0,0.0
171,PMC6136076,PMC6136076_96,Host defense peptides ::: Background,|,"We and others have shown that exogenous LL-37, or vitamin D-mediated cathelicidin production, has potent direct antiviral activity against RV [82,86,87], including cathelicidins from other mammalian species, such as the porcine cathelicidin, protegrin-1, and the ovine cathelicidin SMAP-29 [82].",This indicates that the antiviral activity of cathelicidins is not species-specific against human RV.,0.0,0.0
172,PMC7163976,PMC7163976_101,Coffee: a world in your cup ::: Examples of nested vulnerabilities,"Dak Lak is one of the major coffee producing provinces in the Central Highlands, where 95% of agricultural output is coffee.","However, as a result of rapid land conversion, the province is affected by declining environmental health in the form of forest loss, soil erosion, loss of biodiversity, and the implications of these for food security, exacerbating widespread economic insecurity for the majority of farmers (DiGregorio et al. 2003).","More recently, drought in 2004 and 2005 has threatened production, further decreasing the livelihood security of Vietnamese coffee farmers.",1.0,0.0
173,PMC7457217,PMC7457217_78,Results,|,"There were many difficulties felt with PPE, such as the excessive fogging with the use of goggles, the sweating inside the PPE suit, and difficulty in communicating with the colleagues.",The discussion held in the meeting proposed the use of the face shield mask with full head cover (Fig. 3).,1.0,0.0
174,PMC7138432,PMC7138432_35,Sharps Awareness ::: Universal Precautions,"Further precautions include wearing gloves when handling sharps and never bending, breaking or re-sheathing needles before disposal.","Sharps bins should never be over-filled, left on the floor or placed above the eye level of the smallest member of staff.",|,0.0,0.0
175,PMC7149945,PMC7149945_73,Specimen Collection,"Specimens for the diagnosis of lower respiratory virus infections include bronchoalveolar lavage, tracheal aspirate, pleural fluid, and lung biopsy.",Small biopsy tissue specimens should be placed in a suitable transport medium to prevent drying.,"In a hospital setting, where specimens will be processed promptly by the laboratory, large tissues and fluids may be submitted without the addition of transport medium.",0.0,0.0
176,PMC7141585,PMC7141585_3,,"But as William Osler reflected, “Medicine is a science of uncertainty and an art of probability.”","So even though there is much that is still uncertain, we need to act prudently in a timely manner rather than waiting for perfect information.",The AABIP statement is an initial step in this process and it will be updated accordingly at the Web site of the AABIP (https://aabronchology.org/).,0.0,0.0
177,PMC7330572,PMC7330572_125,Discussion,|,The main strength of our study was our straightforward analyses to explore different epidemic processes based on high quality data.,Insights often emerge through such modeling exercise.,0.0,0.0
178,PMC2543006,PMC2543006_174,Discussion,Our modeling analysis indicate that high efficiency in-duct air cleaning systems would yield a more substantial reduction in personal exposure that the portable air cleaners used in intervention studies published to date.,Potential benefits of these systems for personal exposure could be evaluated following methods employed in a study of personal exposure to cat allergen [74].,|,0.0,1.0
179,PMC7202922,PMC7202922_124,Discussion,|,"We were not able to quantify any additional effect from the interventions on transmission, such as reduction in infectiousness by increased handwashing.","In addition, we were not able to calculate the net reproductive number, R, as we did not account for the proportion of the population that is no longer susceptible.",1.0,0.0
180,PMC7173479,PMC7173479_74,Computed Tomography ::: PHYSICAL EXAMINATION ::: Diagnostic Approach to Respiratory Disorders,|,"Computed tomography has proved particularly useful for examining the anatomically complicated structures such as the nasal turbinates, paranasal sinuses, teeth, nasopharynx, and guttural pouches and for evaluating areas obscured by overlap of adjacent structures on conventional radiographs (Figure 7-5
).","Improved evaluation of these structures has enhanced considerably the diagnosis, the selection of surgical approaches, and the ability to render an appropriate prognosis.",0.0,0.0
181,PMC7271189,PMC7271189_1167,Mesenchymal Tumors. ::: Neoplasia. ::: Disorders of the Lower Urinary Tract ::: Disorders of Domestic Animals ::: Kidney and Lower Urinary Tract,Mesenchymal tumors are classified as follows:•Leiomyomas arise from smooth muscle of the tunica muscularis and are the most common mesenchymal neoplasms of the lower urinary tract.,"They may be solitary or multiple and are circumscribed, firm, and pale white to tan masses in the urinary bladder wall.",Leiomyomas have the macroscopic consistency and microscopic appearance of normal smooth muscle.,0.0,0.0
182,PMC2516908,PMC2516908_114,Lack of CXCR2 in the CNS is associated with improved lesion repair ::: CXCR2 AND ITS ROLE IN LEUKOCYTE INFILTRATION AND OLIGODENDROCYTE‐MEDIATED TISSUE REPAIR DURING DEMYELINATION AND REMYELINATION,"Both of these chimeric mice express CXCR2 on hematopoietic cells, but Cxcr2
+/− → Cxcr2
−/− mice selectively lack CXCR2 on OPCs (and other radio‐resistant cells).",We found strong evidence that absence of CXCR2 in the CNS was associated with improved lesion repair in EAE.,"Cxcr2
+/− → Cxcr2
+/+ and Cxcr2
+/− → Cxcr2
−/− mice had comparable incidence of EAE, indicating that loss of function of CXCR2 on leukocytes caused reduced incidence of EAE in Cxcr2
−/− mice.",0.0,1.0
183,PMC7106434,PMC7106434_130,The role of vaccines in pre-exposure and post-exposure prophylaxis,Measures should be in place to protect the population from biological agents likely to be used in an attack before an incident occurs.,"However, since a bioterrorist incident is likely to be caused by biological agents not covered by routine immunisation, pre-exposure prophylaxis is generally confined to vaccines for military forces, health-care workers, and emergency response personnel.","To the majority of the population, only post-exposure prophylaxis is relevant.",1.0,0.0
184,PMC4753292,PMC4753292_123,The Hantavirus Outbreak: An Example ::: Discussion,"This would occur through exposure to unfamiliar concepts, methods, and perspectives that invoke transformational learning and generating new, innovative ideas.","Indeed, Pennington (13) found that researchers involved in interdisciplinary workshops were motivated to participate because the exposure to other disciplinary perspectives was having a high impact on their own research and was leading to the generation of creative research ideas (13).","Transformational science begins with transforming the perspective of an individual scientist, and this is in direct response to exposure to perspectives besides one’s own.",0.0,0.0
185,PMC7222129,PMC7222129_101,Limitations and Future Research Directions ::: Discussion,"While the direct contribution of empathy and resilience to STS variance was not supported, they both contributed positively, alongside self-care, to compassion satisfaction and burnout variance.","Interventions for foster carers may be most effective, however, when they aim to both prevent STS and burnout, and at the same time promote CS.",|,1.0,1.0
186,PMC7299855,PMC7299855_39,Methods,|,"
Table 1
includes the first 3 weeks of data collected including age, sex, temperature, oxygen saturation, heart rate, and situations encountered requiring additional clinical evaluation.",We did not collect age data for visitors.,0.0,0.0
187,PMC7119405,PMC7119405_43,Safety ::: Developing Guiding Principles,Personal safety and team security should be addressed and appropriate measures taken to ensure a positive experience.,Many local laws and customs of a country may be different than those in the United States.,Such differences should be discussed with the team and compliance ensured.,0.0,0.0
188,PMC2543006,PMC2543006_49,Outdoor Fungi ::: Methods,"While the dominant fungal genera, Cladosporium, has a aerodynamic diameter slightly less than 2 μm [49], the other dominant types, basidiospores and ascospores have aerodynamic diameters on the order of 5 μm [51].",Fungal allergens are borne on spores larger than 2.5 μm as well as hyphael fragments and fragmented spores smaller than 2.5 μm.,"Because of the absence of information on fungal fragment levels in outdoor spore data for Cincinnati and the paucity of large spore types in the data, we established 2.5 μm as a reasonable central estimate of the aerodynamic diameter for fungi in this analysis.",0.0,0.0
189,PMC7333635,PMC7333635_75,Discussion,"However, many questions remain unanswered about this select population.","Hence, this study fills a critical knowledge gap by describing the baseline characteristics and comorbidities, presenting laboratory tests, clinical course, revascularization strategies, and outcomes of patients admitted with COVID-19 disease and STEMI.",|,0.0,0.0
190,PMC7224051,PMC7224051_92,EARLI ::: Comparison of clinical outcomes adjusted for severity of illness ::: Results,Results were similarly unchanged when analyses were expanded to the AECC ALI criteria that did not require mechanical ventilation (Supplementary Table S3).,The other sensitivity analyses (excluding patients admitted from a nursing home or having a limitation on code status at admission and excluding patients who died within the first 5 days of hospitalization) did not significantly alter the results (data not shown).,"Relative to patients with sepsis who did not develop ARDS, patients who developed ARDS had a longer hospital and ICU LOS in both adjusted and unadjusted models, whether limited to only survivors or among all patients (online data supplement Table S4 and S5).",0.0,0.0
191,PMC4481073,PMC4481073_227,The 2-5A nuclease assay ::: Discussion,"Enzyme measurements of 2-5A nucleases have mainly relied on short substrates unable to activate RNase L, which requires oligoadenylates of trimer length and above [18, 40–44].","We used oligoadenylates of tetramer length and above in our assays, thereby increasing the significance with regard to the 2-5A system.","Furthermore, the assay was optimized to resolve all the reactants and products by anion-exchange chromatography, which allows the direct usage of the peak integrals for calculation of enzyme activities.",0.0,0.0
192,PMC7172553,PMC7172553_44,SUMMARY OF RECOMMENDATIONS,"While sinus inflammation caused by viral infection may in some patients be a precursor to bacterial sinusitis, the roentgenographic evaluation of the sinuses and the presence of abnormalities have no clinical specificity for bacterial infection within the first week of onset of the common cold.19 The specificity for a bacterial process increases with an increasing interval from the onset of the original rhinosinusitis.","Therefore, clinical judgment is often required to decide when to institute antibiotic therapy.",|,0.0,0.0
193,PMC7173479,PMC7173479_151,NUCLEAR MEDICINE IMAGING ::: Diagnostic Approach to Respiratory Disorders,"Scintigraphy, or nuclear medicine imaging, is a specialized technique available at some university and practice facilities.","Using γ-emitting radioisotopes such as krypton-81m or technetium-99m, the clinician can assess pulmonary ventilation and perfusion in the horse.36, 37 The horse, breathing through a closed circuit, inhales aerosolized technetium particles generated by a nebulizer.",Aerosolized particles are of sufficiently small diameter to be deposited in the alveoli and small airways.,0.0,0.0
194,PMC2804839,PMC2804839_99,Sperm Acrosome Reaction Correlates with Changes in DRM Protein Immunolocalization ::: Results,|,"As previously stated, cholesterol content is relevant for the function of raft proteins and for sperm capacitation.","To analyze if there was any relationship between these two events, we studied DRM proteins after incubating sperm under capacitating conditions.",0.0,0.0
195,PMC4839628,PMC4839628_5,abstract,"To facilitate such consideration, we have updated and enhanced the content of the filovirus portion of Los Alamos Hemorrhagic Fever Viruses Database.","We have integrated and performed baseline analysis of all family Filoviridae sequences deposited into GenBank, with associated immune response data, and metadata, and we have added new computational tools with web-interfaces to assist users with analysis.","Here, we (i) describe the main features of updated database, (ii) provide integrated views and some basic analyses summarizing evolutionary patterns as they relate to geo-temporal data captured in the database and (iii) highlight the most conserved regions in the proteome that may be useful for a T cell vaccine strategy.",0.0,0.0
196,PMC7106434,PMC7106434_154,The role of vaccines in pre-exposure and post-exposure prophylaxis,|,Efforts are ongoing to greatly shorten the time required to develop and produce new vaccines and other immune approaches.,"Improved technologies are important for rapid scale-up and production of new treatment regimens, particularly following an attack with a contagious agent.",1.0,0.0
197,PMC4465284,PMC4465284_27,Introduction,"Notably, certain viruses harboring class I viral fusion proteins, like influenza virus and Newcastle disease virus, display characteristically expanded or modified cell and tissue tropism, and altered viral pathogenesis following mutation of the cleavage site that results in a change in proteolytic activation (Klenk and Garten, 1994b).","This is very well exemplified by the hemagglutinin (HA) protein of highly pathogenic avian influenza (HPAI) virus strains, where transition from a monobasic site, typically cleaved by trypsin-like proteases, to a polybasic site, allows cleavage by ubiquitously expressed furin-like proteases, enabling systemic spread of the virus within an infected host.","Thus, small mutational changes in amino acid composition at cleavage sites can have a drastic impact on tissue and cell tropism, host range, and pathogenesis (Klenk and Garten, 1994b, Nagai, 1993).",0.0,0.0
198,PMC7291041,PMC7291041_53,2.3. Titers of Pseudotyped Lentiviral Particles with Different Spike Cytoplasmic Tail Variants ::: 2. Results,"As shown in Figure 3A, all Spike variants produced titers ≈104 transduction units per mL. These titers were about two orders of magnitude lower than those achieved with VSV G, but we considered them to be encouragingly high given that lentiviral particles can be further concentrated by a variety of methods [52,53].",We then produced viral particles using the Luciferase-IRES-ZsGreen backbone and found that we could achieve titers of >106 relative luciferase units (RLUs) per mL in 96-well plate infections (Figure 3B).,"This titer was again about two orders of magnitude lower than that achieved using VSV G. As expected, the magnitude of the fluorescent signal from ZsGreen was lower for the Luciferase-IRES-ZsGreen backbone than for the ZsGreen-only backbone (Figure 3C), since the ZsGreen in the former construct was driven by an IRES rather than the primary promoter.",0.0,0.0
199,PMC6051663,PMC6051663_34,Introduction,|,"Previously, we reported that infection of PSaV strain Cowden induced strong COX-2/PGE2 signaling with only a transient COX-1/PGE2 signal during late stage infection [34].","Pharmacological inhibitors or siRNAs against COX-1 and COX-2 significantly reduced PSaV replication, which was restored by the addition of PGE2, indicating that COXs/PGE2 acts as a proviral signal [34].",0.0,0.0
